% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3270 +1.164246892e+04 +1.164246892e+04 +1.147254892e+04 +1.147254892e+04 +3.3136e+00 +3.1288e+00 -3.0108e+00 -2.7445e+00 +4.8840e+00 -1.4835e+00 +2.3795e-01 +3.1739e+00 -3.1376e+00 +1.9383e+00 +8.3603e-01 +3.3607e+00 -1.6296e+00 -1.1765e-04 +2.4875e+00 +1.0496e+00 -8.9485e-01 +1.7644e+00 -6.4383e-01 +3.8537e-01
15051 +1.118491908e+04 +1.118491908e+04 +1.101499908e+04 +1.101499908e+04 -2.7746e+00 -2.0460e+00 -6.6342e-01 +1.1999e+00 +8.5089e-01 +1.3916e+00 -4.0281e+00 +3.2358e+00 -6.5813e-01 +3.9938e+00 -2.1344e+00 -1.6162e+00 -1.8248e+00 -4.8182e-02 +3.7617e+00 +8.7290e-01 -2.2741e+00 +1.9019e+00 -9.4067e-01 +2.8627e+00
30416 +8.060062674e+03 +8.060062674e+03 +7.890142674e+03 +7.890142674e+03 +2.2587e+00 -1.5184e+00 -2.9140e+00 -1.8292e+00 -8.0726e-01 -4.2063e+00 -6.5509e-01 -5.8400e-01 -1.7265e+00 +2.5468e+00 +3.5892e-01 +4.1906e+00 -3.2661e+00 +7.9869e-01 +1.7360e+00 +1.3294e-01 -3.2541e+00 +2.3462e-01 -2.5003e+00 +1.1739e+00
54579 +2.628714625e+03 +2.628714625e+03 +2.458794625e+03 +2.458794625e+03 +2.7417e-01 +2.9147e+00 +1.2574e+00 -9.9531e-01 +1.1623e+00 -1.7073e+00 +2.7144e-01 -2.9877e+00 -1.0249e+00 +5.3578e-01 -1.6785e+00 +2.1594e+00 -1.9405e+00 -4.3186e-02 +1.9654e+00 +1.2087e+00 -9.5465e-01 +2.9914e-01 -2.6869e-01 +1.0290e+00
4010437 +1.429366819e+03 +1.429366819e+03 +1.259446819e+03 +1.259446819e+03 -3.3528e+00 -2.9767e-01 +1.3936e+00 +3.8028e+00 +9.0436e-01 +4.1494e-01 -1.6531e-01 +3.3083e-01 -5.2483e-01 +1.0477e+00 -1.5323e+00 +1.2300e+00 -8.7081e-01 +2.3376e+00 +4.3362e-01 +6.0531e-01 -4.8295e-01 +3.0875e+00 -6.6091e-02 +2.5692e+00
20207469 +1.282647929e+03 +1.282647929e+03 +1.112727929e+03 +1.112727929e+03 -2.2113e+00 +2.0988e+00 +1.2796e+00 +1.6259e+00 +1.0298e+00 -3.0642e+00 -2.1339e+00 +3.1998e-01 +1.0917e-01 +5.3152e-01 +2.7109e-02 +1.6761e+00 -1.5546e+00 -4.9712e-01 +5.1424e-01 +2.5515e+00 -5.5687e-01 +1.4745e+00 -1.9612e+00 +2.4893e+00
75833257 +6.116499993e+02 +6.116499993e+02 +4.417299993e+02 +4.417299993e+02 -2.6335e+00 +1.4020e+00 +1.2582e+00 +4.1296e+00 -1.9436e+00 -3.0943e+00 -8.1309e-01 -3.7306e-01 -1.6996e+00 +3.3899e-01 +2.7670e-02 +5.9474e-01 -5.9862e-01 +5.4923e-01 +7.4860e-01 +7.9848e-01 -1.9321e+00 +5.4967e-01 -1.4940e+00 +5.9261e-01
% function evaluation | noise-free fitness - Fopt (-1.805400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.932467730e+05 +1.932467730e+05 +1.930662330e+05 +1.930662330e+05 +3.2736e+00 +3.7785e+00 -6.1137e-01 -3.7608e+00 +3.9235e+00 -6.7544e-01 -5.8853e-01 +2.8746e+00 +1.9603e+00 +2.5040e+00 +5.1897e-01 +3.4183e+00 -2.6187e+00 +3.1120e+00 +2.3636e+00 -4.2613e+00 +3.0816e+00 +3.4449e+00 -3.2320e+00 +4.6152e+00
4 +1.332503212e+05 +1.332503212e+05 +1.330697812e+05 +1.330697812e+05 +5.6798e-01 +8.7282e-01 -4.8224e+00 -4.9096e+00 +3.6488e+00 +4.6418e+00 -1.0693e+00 -3.5506e+00 +7.8797e-01 -4.3700e+00 +2.0552e+00 +6.3218e-01 +3.9554e+00 +3.1457e+00 -4.3113e-01 +2.1544e+00 +1.1135e+00 -1.0286e+00 -1.7984e+00 +4.9268e+00
5 +1.088786295e+05 +1.088786295e+05 +1.086980895e+05 +1.086980895e+05 +3.8333e+00 +4.3982e+00 +2.9383e+00 +4.3838e+00 -3.0548e+00 -2.5895e+00 +9.4092e-01 -2.4152e+00 -2.9580e+00 -4.0591e+00 +2.6933e+00 -4.0207e+00 +1.0373e+00 -3.8165e+00 +3.3143e+00 +8.2743e-01 -1.0110e+00 +3.2937e+00 -4.3363e+00 +1.5840e+00
6 +9.935725272e+04 +9.935725272e+04 +9.917671272e+04 +9.917671272e+04 +2.5751e+00 +2.4987e+00 -4.0926e+00 +2.4429e+00 +2.6635e+00 +2.4513e+00 -2.0513e+00 +4.0846e+00 +8.6512e-01 +2.0099e+00 +4.3114e+00 -2.8050e+00 -4.3568e+00 -3.8256e+00 -1.0355e+00 +1.0848e+00 +3.0115e+00 -4.0281e+00 -2.9219e+00 +3.1237e+00
10 +3.969982677e+04 +3.969982677e+04 +3.951928677e+04 +3.951928677e+04 -2.0285e+00 -2.0197e+00 +3.3399e+00 -1.1291e-01 +4.3359e+00 +2.8896e+00 +4.6516e+00 +1.0043e+00 -4.1143e+00 -8.1289e-01 +3.2983e+00 -6.4487e-01 +3.7087e+00 -2.2971e+00 +1.5151e-01 -2.7007e-01 +3.9888e+00 -3.4782e+00 -2.5316e-01 +3.6224e+00
272 +2.838858830e+04 +2.838858830e+04 +2.820804830e+04 +2.820804830e+04 -2.4704e+00 -2.8048e+00 -2.5476e+00 +5.1478e-01 +1.5968e+00 +3.4727e+00 -5.5619e-01 +2.6126e+00 -4.1094e-01 +2.0861e+00 +2.4760e+00 +2.6476e+00 +5.9543e-01 -1.9741e+00 +2.1799e+00 -1.5636e+00 +2.2604e+00 -3.5216e+00 -2.5102e+00 +1.8882e+00
368 +2.379640369e+04 +2.379640369e+04 +2.361586369e+04 +2.361586369e+04 -2.4255e+00 -1.1050e+00 +2.3363e+00 -1.1738e+00 -2.5271e+00 +6.5081e-01 +4.8631e+00 -7.2321e-01 +1.6085e+00 +2.6958e+00 -7.0358e-01 +8.6601e-01 +2.2186e+00 +4.8379e-01 +1.7003e+00 -4.1124e+00 +1.9736e+00 -3.7411e+00 -2.1717e+00 +2.6748e+00
479 +1.679667667e+04 +1.679667667e+04 +1.661613667e+04 +1.661613667e+04 -9.6608e-01 +2.4271e+00 +2.8492e+00 +5.9772e-01 +2.3376e+00 -7.1837e-01 +2.0206e+00 -3.6604e+00 +2.3981e+00 -1.7688e+00 +3.6347e+00 -3.0266e+00 +1.9931e+00 -1.9025e+00 +1.0961e+00 -4.3036e-01 +3.3453e+00 -3.1651e-01 -3.4851e+00 +2.1490e+00
2896 +1.500731854e+04 +1.500731854e+04 +1.482677854e+04 +1.482677854e+04 +1.5189e+00 +2.1179e+00 +1.0236e+00 -4.9387e-01 +1.9551e+00 -1.5953e+00 +3.1578e+00 -6.5444e-02 +2.2036e+00 +2.2170e+00 +1.7196e+00 -1.2092e+00 -1.4318e+00 -4.2748e+00 +2.8072e+00 -2.5859e+00 +2.0556e+00 -1.5075e+00 -2.5478e+00 +3.7943e-01
14866 +1.341298190e+04 +1.341298190e+04 +1.323244190e+04 +1.323244190e+04 +4.7427e-01 +2.0598e+00 -1.0799e+00 -2.4685e+00 -7.7882e-01 -8.6527e-01 -1.9344e+00 -4.0876e+00 +5.3546e-01 +1.0579e+00 +3.2300e+00 -2.8162e+00 +2.0534e+00 -2.4784e+00 -8.5105e-01 -4.2180e+00 +1.3941e+00 +4.6130e-01 -3.0780e+00 +2.3016e+00
17489 +1.090139728e+04 +1.090139728e+04 +1.072085728e+04 +1.072085728e+04 +9.4290e-01 +8.5303e-01 +2.7913e+00 -5.6322e-01 +1.8661e+00 +3.0288e+00 +4.0474e+00 -9.9987e-01 -2.3705e+00 +2.1152e+00 +1.9455e+00 -2.6173e+00 +9.9953e-01 -3.0504e+00 -2.1177e-01 -1.1454e+00 +1.8773e+00 -3.4790e-01 -3.1116e-02 +1.1467e+00
20305 +1.014297552e+04 +1.014297552e+04 +9.962435519e+03 +9.962435519e+03 +3.2305e-01 +8.6856e-01 -8.3925e-01 -4.4395e+00 -3.9123e+00 -1.7211e+00 -1.8469e+00 -3.9352e+00 -1.7453e+00 -3.4550e-01 +1.6565e-01 -1.7242e+00 +5.7238e-01 +2.1325e-01 +9.1002e-01 -8.4987e-01 -1.9248e-01 -4.8245e-01 -1.1033e+00 +2.7168e+00
30493 +5.931755573e+03 +5.931755573e+03 +5.751215573e+03 +5.751215573e+03 -3.3666e+00 +3.6708e+00 -5.4955e-01 -3.9253e-01 -2.0590e+00 -2.3172e+00 +1.6714e+00 -2.4899e+00 -2.0614e+00 +2.8528e-01 -9.8605e-01 -1.2390e+00 +2.8592e+00 -9.5425e-01 +9.4265e-01 +4.8850e-01 +6.5680e-01 -1.7545e+00 -1.3534e+00 +2.4692e+00
624354 +5.156083598e+03 +5.156083598e+03 +4.975543598e+03 +4.975543598e+03 +1.6383e+00 +3.5598e-01 +1.5228e+00 +4.8185e-01 -2.5442e+00 -2.0492e+00 +2.8289e+00 -1.1388e+00 -1.8529e+00 +9.5027e-01 +9.1207e-01 -2.7714e+00 -1.3600e-01 -2.4991e+00 -2.9315e-02 -2.2904e+00 +3.3428e+00 -1.8744e+00 -2.2142e+00 +2.7869e+00
1025294 +3.741182465e+03 +3.741182465e+03 +3.560642465e+03 +3.560642465e+03 -1.4428e+00 -1.8355e+00 -2.0594e-01 +2.3955e+00 +3.3686e+00 -2.0262e+00 +2.0816e+00 -2.2605e+00 -4.9409e-02 +2.6161e+00 -2.7908e-01 -1.7274e+00 +3.1222e+00 +5.4647e-02 +2.3780e+00 -2.7695e-01 +3.1363e+00 +6.7506e-02 -2.8417e+00 +9.6670e-01
1742663 +3.575946825e+03 +3.575946825e+03 +3.395406825e+03 +3.395406825e+03 +6.4999e-01 -3.5742e+00 -2.5613e+00 -6.4423e-01 -2.5008e+00 -3.1775e+00 -1.7889e+00 -3.0632e+00 +9.3483e-01 +2.2721e+00 +2.6525e+00 +6.3044e-01 +3.3416e+00 -2.1296e+00 +1.7263e+00 -2.4206e+00 +2.3027e+00 -2.1824e-01 -2.7232e+00 +2.3194e-01
12279092 +2.465260778e+03 +2.465260778e+03 +2.284720778e+03 +2.284720778e+03 -1.8083e+00 +1.6342e+00 -2.6424e-01 +2.0621e-02 -2.3694e+00 -2.3203e+00 +2.9965e-01 -2.3057e+00 +2.2427e+00 +1.8801e+00 +1.7205e+00 -1.5655e+00 -2.0082e-01 -3.7996e-01 +2.7660e+00 -5.9723e-01 +2.6696e+00 -1.7709e+00 -1.5162e+00 +2.4693e+00
28126198 +2.337385694e+03 +2.337385694e+03 +2.156845694e+03 +2.156845694e+03 -2.8677e+00 -1.9611e+00 +4.3999e-01 -2.5748e-01 -3.4715e+00 +9.3535e-01 +3.5482e+00 -1.3609e+00 +7.1667e-01 +5.4818e-01 +3.0724e+00 -1.2580e+00 +1.7907e+00 -2.0175e-01 +1.0117e+00 -2.2644e+00 +1.6721e+00 -6.5186e-01 -2.5502e+00 -1.3204e-01
31931671 +2.241836893e+03 +2.241836893e+03 +2.061296893e+03 +2.061296893e+03 -6.6009e-01 -2.1209e+00 -8.3612e-01 +2.6999e+00 +6.6150e-01 -2.0744e+00 +2.6917e+00 -1.6708e+00 -1.9901e+00 -7.5581e-01 -1.6355e-02 -2.7532e+00 +2.5769e+00 -6.4984e-01 +8.8987e-01 -1.7645e+00 +1.1318e+00 -7.4572e-01 -3.2487e+00 +1.1503e+00
41907020 +2.050214455e+03 +2.050214455e+03 +1.869674455e+03 +1.869674455e+03 +3.0038e+00 -2.4254e+00 -2.4807e+00 -3.6380e-01 +2.1021e+00 -3.4315e+00 +1.4277e+00 -2.4635e+00 -2.1797e+00 +1.1094e+00 +1.9292e+00 -7.6278e-01 +1.4468e+00 -2.0739e+00 +5.5298e-01 -1.9669e+00 +1.8058e+00 -8.3984e-01 -2.1472e+00 +2.2760e+00
55916440 +1.647453660e+03 +1.647453660e+03 +1.466913660e+03 +1.466913660e+03 -3.8661e+00 -1.3357e+00 +9.9013e-01 +1.2054e+00 -2.1135e+00 +1.9037e+00 +3.4936e+00 -2.5087e+00 +5.3934e-01 -1.9121e-01 +3.2580e+00 -8.6723e-02 +2.5263e+00 -2.2039e+00 -1.3195e-02 -2.0778e+00 +4.2743e-01 -2.7222e+00 -7.9523e-01 +8.4264e-01
58876549 +1.026099146e+03 +1.026099146e+03 +8.455591464e+02 +8.455591464e+02 -2.8911e+00 -2.0596e-01 -3.9629e-01 +2.5043e-01 -2.6185e+00 -2.3295e+00 -1.5022e+00 -2.5470e+00 -2.8819e+00 -8.4348e-01 +5.9542e-01 -2.2621e+00 +2.5779e+00 -6.7821e-02 +2.4439e+00 -9.1958e-01 +1.9925e+00 -4.9229e-01 -2.8977e+00 +1.0228e+00
72973920 +7.788377502e+02 +7.788377502e+02 +5.982977502e+02 +5.982977502e+02 -3.6247e-02 +3.2317e+00 -1.3173e+00 -4.5057e-01 -3.9938e+00 +1.7694e+00 +4.0192e-01 -3.2949e-01 -1.9517e+00 +2.4645e+00 +2.0026e+00 -2.2541e+00 +4.6325e-01 -2.9868e+00 +1.1128e+00 -5.9943e-01 +1.8931e+00 -6.5388e-01 -1.8997e+00 +7.8351e-01
88606662 +5.285017923e+02 +5.285017923e+02 +3.479617923e+02 +3.479617923e+02 -2.9359e+00 -2.9581e+00 -1.5508e+00 -1.1628e+00 -1.5233e+00 +9.2217e-01 +5.2598e-01 -2.7524e+00 -3.5518e-01 +2.9591e+00 +1.6902e+00 -2.8440e+00 +1.9069e+00 -5.7607e-01 +1.0006e+00 -1.8717e+00 +1.9048e+00 -8.5756e-01 -2.4296e+00 +1.1744e+00
198080193 +2.004505343e+02 +2.004505343e+02 +1.991053429e+01 +1.991053429e+01 -3.4154e-01 +2.4596e+00 -1.4030e+00 +1.4896e+00 +1.5709e+00 +7.4500e-01 +2.9902e+00 -2.0179e+00 -1.7405e+00 +2.0889e+00 +1.4754e+00 -3.8260e-01 +8.8228e-01 -2.0424e+00 +1.5551e+00 -2.4198e+00 +1.7872e+00 -3.9422e-01 -1.5684e+00 +1.4117e+00
% function evaluation | noise-free fitness - Fopt (9.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.489387439e+05 +1.489387439e+05 +1.490362639e+05 +1.490362639e+05 -3.1730e+00 -3.5006e+00 -4.7266e+00 +2.5021e+00 +2.5980e+00 +1.1066e+00 +2.2611e+00 -3.3678e-01 -4.5740e-01 +3.6904e-01 -3.9351e+00 +2.0516e+00 +1.7157e+00 -3.2988e+00 -3.5648e+00 +1.8308e+00 -1.7020e+00 -4.6434e+00 +3.5617e+00 -3.0165e+00
3 +1.199762343e+05 +1.199762343e+05 +1.200737543e+05 +1.200737543e+05 +1.2687e+00 -1.4037e+00 -4.5268e+00 -2.4941e+00 -8.7976e-01 +1.7826e+00 -2.7785e+00 -4.5636e+00 -3.0175e+00 -2.2763e+00 -3.2490e+00 +1.7549e+00 -2.5268e+00 -3.9654e+00 +4.4880e+00 -4.8889e+00 -4.7328e+00 +1.4996e+00 -1.4746e+00 +3.7313e+00
7 +1.138312806e+05 +1.138312806e+05 +1.139288006e+05 +1.139288006e+05 +4.8033e+00 -3.9790e+00 +1.3241e-01 +2.3382e+00 -2.3196e+00 -3.7789e+00 +4.1406e+00 -3.6040e+00 +2.5031e+00 +9.6213e-01 +4.3923e+00 -1.2508e+00 -4.2358e+00 -4.5923e+00 -1.4641e-01 -1.7037e+00 +8.9880e-01 +1.2597e+00 +1.8777e+00 -1.5648e+00
10 +8.822211082e+04 +8.822211082e+04 +8.831963082e+04 +8.831963082e+04 +3.0838e+00 +4.6980e+00 +2.4689e+00 -3.5060e+00 -1.5080e+00 +1.8140e-01 -4.6643e+00 +4.0142e+00 +4.7048e+00 +2.9296e+00 -1.3507e+00 -3.7690e+00 +4.9296e+00 -6.7844e-01 -9.9022e-01 -4.9281e-01 -2.0791e+00 -1.3617e+00 +3.4580e+00 +3.2039e+00
31 +8.503260397e+04 +8.503260397e+04 +8.513012397e+04 +8.513012397e+04 +8.1469e-01 -4.7611e+00 -3.8698e+00 -1.3745e+00 +1.4976e+00 -1.5071e+00 -1.9128e+00 -4.6243e+00 +2.5614e+00 -7.5056e-01 +1.8084e+00 -2.8646e+00 +1.3469e+00 -1.1119e+00 +1.3912e+00 +2.4026e+00 -1.0504e+00 +5.6694e-01 -1.0996e+00 +2.8867e+00
50 +7.430718211e+04 +7.430718211e+04 +7.440470211e+04 +7.440470211e+04 -3.9317e+00 -4.7123e+00 -4.5232e+00 -3.3264e+00 -2.7455e+00 -1.2970e-02 -5.6479e-01 -4.5665e+00 -4.9347e+00 -2.0151e+00 +9.7625e-01 +1.9252e+00 -3.2291e+00 -3.3380e+00 +2.1178e+00 -4.3088e-01 -2.5049e+00 +1.2453e+00 -9.1816e-02 +1.5981e+00
54 +7.098898870e+04 +7.098898870e+04 +7.108650870e+04 +7.108650870e+04 +1.7079e-01 +3.5389e+00 -1.1307e+00 -1.2686e+00 +3.1969e+00 -3.3331e+00 +1.3407e+00 -1.0654e+00 -1.3031e+00 -3.6292e+00 -2.2747e+00 +2.7795e+00 -4.2701e+00 -1.3412e+00 -3.6622e+00 -2.8843e+00 +1.4026e+00 +4.9724e-01 +4.1140e+00 -2.7573e-01
60 +5.917230623e+04 +5.917230623e+04 +5.926982623e+04 +5.926982623e+04 -4.0787e+00 +1.3489e+00 +3.1636e+00 -2.1210e+00 -3.0588e+00 -1.9278e+00 +4.2609e-03 -4.5120e+00 -3.4044e+00 +4.7790e+00 -3.5685e-01 +2.2267e+00 +4.2364e+00 -1.3039e+00 +2.8301e-01 -2.0187e+00 -1.7509e+00 +4.3696e-02 -1.2619e-01 -1.5043e+00
187 +4.256622018e+04 +4.256622018e+04 +4.266374018e+04 +4.266374018e+04 -2.4107e+00 -3.4086e+00 -2.9916e+00 +2.0677e+00 +3.9809e+00 -2.9010e+00 +4.6244e+00 +3.2441e-01 +6.5359e-01 -8.3920e-01 +2.7657e+00 +4.6635e+00 +1.5650e+00 -5.3336e-01 -5.8095e-01 -3.7206e+00 -2.6109e-02 +2.5873e-01 +1.8328e+00 +4.1103e+00
242 +3.371670285e+04 +3.371670285e+04 +3.381422285e+04 +3.381422285e+04 +5.9068e-01 -3.0785e+00 +4.1971e+00 +2.2232e+00 -3.9183e+00 -3.6530e+00 +3.0278e+00 -1.9302e+00 -1.3925e+00 +4.8453e+00 -1.1983e+00 +4.5912e+00 +2.2917e-01 -6.8643e-01 -2.4860e+00 -2.4662e+00 -6.7957e-01 +2.4738e+00 +1.0737e+00 +4.2056e+00
287 +3.306478854e+04 +3.306478854e+04 +3.316230854e+04 +3.316230854e+04 +2.0671e+00 +1.5782e+00 -3.8274e+00 +3.5672e+00 +3.2781e+00 -2.8984e+00 +2.4515e+00 -1.5090e+00 +4.4946e+00 +1.6244e+00 -7.4657e-01 +3.5491e+00 -3.1193e+00 -1.1946e+00 -1.6771e-01 -2.3145e+00 +1.6152e+00 +2.1865e+00 +1.0328e+00 +2.7731e-01
580 +2.883260461e+04 +2.883260461e+04 +2.893012461e+04 +2.893012461e+04 +3.9868e+00 +7.9526e-01 -3.4838e+00 -9.0274e-02 +1.3446e+00 -4.6079e-01 -2.7767e+00 +1.3625e+00 -2.7873e+00 +4.8790e+00 -8.9437e-01 +2.2322e+00 +9.4034e-01 -8.8478e-01 -1.8466e+00 +1.6949e-01 +6.4617e-01 +1.8712e-01 +1.5164e+00 +1.5829e+00
1752 +2.621163061e+04 +2.621163061e+04 +2.630915061e+04 +2.630915061e+04 +4.4459e+00 -2.8945e+00 +8.4310e-01 -1.9070e+00 -4.3126e+00 -4.6215e+00 +7.3619e-01 +4.0906e-01 -6.9252e-01 +4.1255e+00 -1.1628e+00 +3.3172e+00 +2.5002e+00 -1.8377e+00 -8.4103e-01 -4.5857e+00 -1.5143e+00 +2.3140e+00 -1.3778e-01 +1.7352e+00
1927 +1.600112881e+04 +1.600112881e+04 +1.609864881e+04 +1.609864881e+04 +1.6099e+00 -4.3839e+00 +4.8944e-01 -1.1979e+00 -1.7977e+00 -3.5866e+00 +2.8703e+00 +1.4927e+00 -1.0935e+00 +7.2148e-01 +8.8676e-01 +4.9875e+00 -1.2324e+00 -1.4493e-01 +2.0224e-01 -8.8570e-01 -5.2524e-01 +3.2147e+00 +1.7607e+00 +9.0748e-01
3766 +1.407611175e+04 +1.407611175e+04 +1.417363175e+04 +1.417363175e+04 +7.7468e-01 +1.2196e+00 -1.3443e+00 +3.8088e+00 +1.3378e+00 +1.1829e+00 +7.5398e-01 -3.0690e+00 +5.4087e-01 +3.3364e+00 +2.7351e+00 +1.4221e+00 +2.9573e+00 +1.1067e+00 +2.3126e-01 -3.0973e+00 +4.5923e-01 +4.8733e-01 +1.7150e+00 +1.2660e+00
7073 +7.638298989e+03 +7.638298989e+03 +7.735818989e+03 +7.735818989e+03 +4.7391e+00 -2.7987e+00 +2.9873e+00 +1.7396e+00 +5.7026e-01 -2.5742e+00 +2.3713e-01 -3.1383e+00 +4.1883e-02 -3.8955e-01 -8.8626e-01 +1.4201e+00 -7.6968e-02 -3.8345e-01 -2.7657e+00 -4.9957e-01 -2.8818e+00 -7.0170e-03 +3.5845e+00 +8.4598e-01
59193 +4.798035948e+03 +4.798035948e+03 +4.895555948e+03 +4.895555948e+03 -2.6087e+00 +1.5773e+00 +1.4816e+00 +3.3087e+00 -4.0845e-01 -1.0575e+00 -3.5310e-01 +2.4305e+00 +3.3302e+00 +2.2880e+00 -5.8303e-01 +3.9086e-01 +2.6780e-01 -1.9871e+00 -6.2440e-01 -2.1371e+00 -2.6444e+00 +4.7492e-01 +1.2847e+00 +2.3535e+00
3945992 +4.570112528e+03 +4.570112528e+03 +4.667632528e+03 +4.667632528e+03 +8.1155e-01 -3.6149e+00 -9.7538e-02 -1.0588e+00 -1.2802e-01 -6.2640e-01 -9.9296e-01 -1.0465e+00 +2.8018e+00 -9.7824e-01 -3.6879e+00 +2.6344e-01 +2.0556e+00 -2.6797e+00 -2.2067e+00 -1.4497e+00 -3.3297e+00 +4.2139e-01 +2.4168e+00 +1.0875e+00
4122201 +3.904197694e+03 +3.904197694e+03 +4.001717694e+03 +4.001717694e+03 -3.5748e+00 +2.4696e+00 -2.4281e+00 -3.5702e+00 +1.5948e+00 +2.2744e+00 +3.9091e+00 -3.1784e-01 +2.6940e+00 -1.2892e+00 -2.0783e+00 +1.5500e+00 +1.6230e+00 -2.2582e+00 -1.9747e+00 -1.5422e+00 -2.3354e-01 +2.7890e+00 +1.0516e+00 +1.0539e+00
10744357 +3.305554495e+03 +3.305554495e+03 +3.403074495e+03 +3.403074495e+03 +1.0546e+00 +1.3851e-01 -3.4870e+00 -1.9469e+00 -1.3881e+00 -9.1127e-01 +1.1064e-01 -4.0664e+00 +1.6917e+00 +6.2021e-01 +2.0841e-01 +6.1600e-01 +9.1323e-01 -2.9840e+00 -7.6984e-01 -3.2093e+00 -1.7857e+00 +4.9106e-01 +1.2870e+00 +1.3821e+00
16481126 +1.327812017e+03 +1.327812017e+03 +1.425332017e+03 +1.425332017e+03 -8.2345e-01 +3.4768e+00 +3.2844e+00 +1.7587e+00 +3.9384e-01 +9.3755e-01 -8.6978e-02 +7.1263e-01 +4.3326e-01 +1.1243e+00 +6.8192e-01 +1.6297e+00 +1.6327e+00 -1.1297e-01 -1.7005e+00 -1.9847e+00 -1.7109e+00 +1.5498e+00 +2.6821e+00 +1.8119e+00
23955554 +6.966573701e+02 +6.966573701e+02 +7.941773701e+02 +7.941773701e+02 -5.8444e-01 +8.1342e-01 -1.6695e+00 +2.6891e+00 +2.6053e+00 +1.7883e+00 +3.0635e+00 -1.6261e+00 +6.1724e-01 +2.6853e+00 -6.6341e-02 +1.5152e+00 +1.3822e+00 +3.7578e-02 -1.0251e+00 -2.0760e+00 -2.1427e+00 +2.1107e+00 +1.5681e+00 +2.6834e+00
% function evaluation | noise-free fitness - Fopt (1.241000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.668378264e+05 +2.668378264e+05 +2.668502364e+05 +2.668502364e+05 +3.5560e+00 +2.7491e+00 +4.9163e+00 +3.2010e+00 +3.3093e+00 -3.1881e+00 -4.1090e+00 +9.4264e-01 -3.6330e+00 +2.2604e+00 -1.9445e+00 +4.7387e-01 -1.9935e+00 +4.4837e-01 -1.6803e+00 -1.7497e+00 -4.9529e-01 +4.0285e+00 -1.4277e+00 -4.7964e+00
2 +1.980491464e+05 +1.980491464e+05 +1.980615564e+05 +1.980615564e+05 +3.5899e+00 -4.3452e-01 -1.8184e+00 -1.6635e+00 -2.4128e+00 -1.0413e+00 -3.3135e-01 +4.4505e+00 -2.6097e+00 -2.7698e+00 -4.5826e+00 -4.3248e+00 -2.9728e+00 -2.6780e+00 -3.9959e+00 -4.5648e+00 +3.8610e+00 -1.3326e+00 -2.5156e+00 +1.8842e+00
3 +1.121935213e+05 +1.121935213e+05 +1.122059313e+05 +1.122059313e+05 +2.0948e+00 +3.6616e+00 +4.7685e+00 -3.5717e+00 +4.2240e+00 -7.9876e-01 +3.5345e+00 +2.2927e+00 -1.6743e+00 -2.8297e-01 +2.4038e+00 +2.1429e+00 -2.9772e+00 -2.8103e+00 +8.4166e-01 +1.4975e-01 +2.1655e+00 -2.6852e+00 -1.5559e+00 +4.5139e+00
18 +7.059267125e+04 +7.059267125e+04 +7.060508125e+04 +7.060508125e+04 -2.9950e+00 +1.8836e+00 -2.4335e+00 -6.3271e-01 +3.3892e+00 +3.0722e-01 -1.2848e+00 +3.7299e+00 +1.1977e+00 -4.8716e+00 -4.0472e+00 +9.6762e-01 -2.2157e+00 +2.0263e+00 -2.5763e+00 -3.9220e+00 -1.3336e+00 -4.2464e+00 -3.5634e+00 +2.0487e-01
33 +6.668670060e+04 +6.668670060e+04 +6.669911060e+04 +6.669911060e+04 -3.4892e+00 +1.1034e+00 -2.8188e+00 -8.0995e-01 +1.2690e+00 +4.4137e+00 +2.1653e+00 +1.6638e+00 +1.7682e+00 +2.8346e+00 -1.3474e-01 +3.3276e+00 -4.7573e+00 +2.7892e+00 +9.3506e-01 -1.6859e+00 +5.5124e-01 -1.8414e+00 -2.9244e+00 +3.8339e-02
37 +4.529241205e+04 +4.529241205e+04 +4.530482205e+04 +4.530482205e+04 +4.2182e+00 +1.8239e+00 -2.7808e+00 +2.5580e+00 -1.1764e+00 -3.1293e-01 +1.2038e+00 +2.8467e+00 -2.6734e+00 +1.1939e+00 +2.4354e+00 +1.3316e+00 -2.3589e+00 +3.9949e+00 -2.5529e+00 -3.4152e-01 +8.1494e-01 +5.9134e-01 -1.0470e+00 +2.5574e-01
71 +3.159567029e+04 +3.159567029e+04 +3.160808029e+04 +3.160808029e+04 -2.6711e+00 +2.2817e+00 +2.4569e+00 +4.4727e+00 +3.9949e+00 -1.2530e+00 -4.1515e+00 +8.4250e-01 +1.5767e+00 +1.4461e+00 +3.5740e+00 +2.2240e+00 +1.7833e+00 +1.0348e+00 -1.0996e+00 +1.3233e+00 +2.2829e+00 +7.5065e-03 -4.7781e+00 +8.9210e-01
