% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.799104917e+03 +1.799104917e+03 +2.799104917e+03 +2.799104917e+03 -1.0675e+00 -1.2000e+00 -2.5359e+00 -4.7382e+00 -2.2052e+00 -2.5112e+00 +1.6063e+00 -3.1013e+00 +4.6789e+00 +2.2381e+00 -4.3085e+00 +6.6411e-01 -1.2133e+00 +2.3459e-01 +3.2831e+00 +3.2202e+00 -4.1405e-02 -1.1082e+00 +4.7745e+00 -3.8869e+00
4 +1.442551456e+03 +1.442551456e+03 +2.442551456e+03 +2.442551456e+03 -1.9838e+00 +3.1913e+00 -1.4489e+00 -3.0904e+00 -1.3554e+00 +3.8644e+00 +3.4055e-01 +3.3731e+00 -4.6116e+00 -3.3724e+00 -4.1068e+00 +3.3084e+00 -3.0794e-01 +4.1171e+00 -2.0356e-01 -6.9704e-01 -3.0523e+00 -3.5078e+00 +1.6391e+00 +6.4092e-01
19 +9.177526325e+02 +9.177526325e+02 +1.917752633e+03 +1.917752633e+03 -3.2412e+00 -3.7676e+00 +6.2043e-01 -1.3438e+00 +4.5827e+00 +3.6938e+00 +1.6763e-01 +2.2754e+00 -1.4632e+00 +3.2302e+00 +3.2010e+00 +1.7304e+00 -1.3942e+00 +4.6837e+00 -4.9460e+00 +4.8522e+00 -4.2175e+00 -3.3187e+00 +1.0311e-01 -3.4734e+00
23 +7.475318505e+02 +7.475318505e+02 +1.747531850e+03 +1.747531850e+03 -2.4403e+00 -2.0819e+00 -1.7449e+00 +1.4269e+00 -3.1647e+00 +3.5948e+00 +2.9515e+00 +2.6848e+00 +2.6330e+00 +3.6991e+00 +3.1782e+00 -2.7942e+00 -9.8948e-01 +2.8155e+00 +2.0734e+00 +2.9019e+00 -4.8933e+00 -3.9002e+00 +4.7730e+00 +2.9811e+00
167 +6.724280288e+02 +6.724280288e+02 +1.672428029e+03 +1.672428029e+03 -2.8332e+00 -1.9010e+00 -3.7657e+00 -2.5127e+00 -3.5401e+00 -4.4226e+00 +3.3009e-01 +1.9779e-01 +1.3861e+00 +1.2693e-01 +1.2233e+00 -4.7898e-01 +1.2927e+00 +1.6749e+00 +2.6820e+00 -4.0154e+00 -4.3308e+00 +5.7169e-01 -3.2500e+00 +1.1286e+00
362 +6.547520243e+02 +6.547520243e+02 +1.654752024e+03 +1.654752024e+03 -3.3327e+00 -3.9102e+00 +6.5673e-01 -3.8084e-01 +1.9525e+00 -9.4157e-03 -3.9690e+00 +2.8373e+00 +2.6845e+00 +9.9930e-01 +4.5646e+00 -1.6292e+00 +2.5455e+00 +1.0212e+00 -1.9269e+00 -3.3721e-01 -3.5403e+00 +2.2700e+00 +2.8862e+00 -1.7180e+00
503 +5.419425471e+02 +5.419425471e+02 +1.541942547e+03 +1.541942547e+03 -1.7065e+00 -1.9633e+00 -3.2945e+00 -3.2386e+00 -7.5285e-01 -2.4467e+00 +4.1334e+00 +3.5577e+00 +2.2790e+00 +4.0922e+00 -1.2268e+00 +3.9774e+00 -1.7159e-01 +4.6039e-01 -2.2729e+00 +2.4042e+00 -2.7662e+00 -7.2035e-01 +4.3848e+00 +2.8013e-01
983 +4.753192922e+02 +4.753192922e+02 +1.475319292e+03 +1.475319292e+03 -1.9714e+00 -3.0723e+00 -3.7312e+00 -3.7096e+00 -3.6389e+00 +2.3497e+00 +3.2969e+00 +2.4383e+00 -2.1225e+00 +2.7578e+00 +1.8618e-01 +2.5964e+00 -3.0732e+00 -1.5198e-01 +5.3680e-01 +2.4312e+00 -4.0973e+00 -5.0383e-01 +4.1884e+00 +4.1201e+00
7533 +4.327383857e+02 +4.327383857e+02 +1.432738386e+03 +1.432738386e+03 +4.9096e-01 -3.9941e+00 -4.5081e+00 +1.1676e+00 -2.7098e+00 -1.0155e+00 -3.2435e+00 -1.6140e-01 -1.7333e+00 +3.4674e+00 +3.2124e+00 +2.5140e-02 -3.0604e+00 -2.6179e+00 +6.1928e-01 +1.9796e+00 +1.1520e+00 -8.6704e-01 +1.5425e+00 +4.3529e-01
66759 +4.042011351e+02 +4.042011351e+02 +1.404201135e+03 +1.404201135e+03 -2.2145e+00 -1.2646e+00 -4.9669e+00 +9.2989e-01 -3.4854e+00 -7.4029e-01 -9.1194e-01 -2.7124e-01 -2.7785e+00 -2.6450e-02 +2.3593e+00 -5.7444e-01 -4.4168e+00 +6.8412e-01 +1.8576e+00 -2.1967e+00 -3.5935e+00 -4.0769e+00 +2.4208e+00 +4.5721e+00
113497 +3.305978631e+02 +3.305978631e+02 +1.330597863e+03 +1.330597863e+03 -2.8856e+00 +5.1556e-01 -2.3964e+00 -1.0080e+00 -1.9472e+00 -2.3355e+00 +6.4690e-01 +8.1710e-01 +9.9278e-01 +2.2771e+00 +1.9641e+00 +9.5965e-01 +3.0921e+00 +6.2706e-01 +2.2264e+00 +2.6467e+00 -3.4705e+00 -4.2578e+00 +2.3252e+00 +3.5396e+00
2106261 +2.821982337e+02 +2.821982337e+02 +1.282198234e+03 +1.282198234e+03 -2.7278e+00 -3.5103e+00 -2.1826e+00 -1.9694e+00 -4.7166e+00 +1.2468e+00 -1.7583e+00 -4.4587e+00 -1.9767e-01 +9.5646e-01 +5.1986e-01 +2.7629e+00 -6.6723e-01 -3.7547e-01 +5.6151e-01 -6.9046e-01 -4.9535e+00 -1.2557e+00 +1.6422e+00 +3.0337e+00
3418623 +2.618658544e+02 +2.618658544e+02 +1.261865854e+03 +1.261865854e+03 -9.6406e-01 -1.6519e+00 -2.4697e-01 -1.3154e+00 -2.9517e+00 -1.9629e-01 +1.7098e-01 -6.0152e-01 -1.9930e-01 +1.9885e+00 +1.2996e+00 +1.9101e+00 +1.0644e-01 -2.1599e+00 -1.1090e+00 -1.0776e+00 -4.9430e+00 -2.8911e+00 +3.8653e+00 -5.8317e-01
36031862 +2.297428531e+02 +2.297428531e+02 +1.229742853e+03 +1.229742853e+03 -3.0303e+00 -3.3915e+00 -2.8325e+00 -4.0873e+00 -1.5792e+00 +4.5175e-01 +2.5947e+00 -1.4237e+00 +1.6969e+00 +2.0017e+00 +1.7922e+00 +3.7224e+00 +8.8576e-01 -2.8831e+00 -1.1224e+00 +1.2235e-01 -1.4468e+00 -2.8504e+00 +2.6536e+00 +2.1372e+00
105079049 +2.265373402e+02 +2.265373402e+02 +1.226537340e+03 +1.226537340e+03 -4.7448e+00 -4.2002e+00 -3.7488e+00 -1.9270e+00 -1.3934e+00 +7.8993e-02 -1.5077e+00 +8.7493e-01 +1.3548e+00 +2.9699e+00 +7.6120e-01 +1.7723e+00 -2.9682e-01 -9.2266e-01 +4.9051e-01 +1.1781e+00 -3.6717e+00 -3.6384e+00 +2.7673e+00 +2.1681e+00
% function evaluation | noise-free fitness - Fopt (-3.030200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.182104846e+03 +1.182104846e+03 +8.790848462e+02 +8.790848462e+02 +2.6305e+00 +1.7777e+00 +4.6325e+00 +4.8144e-01 -2.5765e+00 -2.5553e+00 +3.3933e+00 -4.8483e+00 +2.0575e+00 -3.5732e+00 -2.8752e+00 -3.0145e+00 +5.2987e-01 -5.3810e-01 +4.4984e-01 -2.8422e+00 +2.1338e+00 -1.2298e+00 +2.3653e+00 +2.3558e+00
2 +1.036977531e+03 +1.036977531e+03 +7.339575313e+02 +7.339575313e+02 +1.5677e+00 +2.3028e+00 +3.0099e+00 -4.6990e+00 +2.2413e+00 +3.6773e+00 +5.5698e-02 +1.1628e+00 -6.3064e-01 +2.8545e+00 +2.3822e+00 -2.2709e+00 -1.4521e+00 -1.6022e+00 -1.0212e+00 +1.0136e+00 -6.6291e-01 +1.6759e+00 -3.8267e+00 -4.7688e+00
4 +8.737579950e+02 +8.737579950e+02 +5.707379950e+02 +5.707379950e+02 -2.0044e+00 -5.4631e-01 +1.7721e+00 +3.7350e+00 +4.9477e+00 -3.3713e+00 -1.6579e+00 -1.8376e+00 -1.4712e+00 -4.8352e+00 +2.9714e+00 +4.6584e-01 -4.5277e+00 +1.3007e+00 -1.7196e+00 +1.9098e+00 -1.3125e+00 +2.2078e+00 +4.3175e+00 -4.7238e+00
8 +7.945455107e+02 +7.945455107e+02 +4.915255107e+02 +4.915255107e+02 -2.6880e+00 +4.9842e+00 +2.9040e+00 -3.5557e-01 -1.2141e+00 +8.9812e-01 -3.2238e+00 +2.1024e+00 +3.0797e+00 +2.5776e+00 -3.9896e-01 -3.1767e+00 -4.1077e+00 -3.4914e+00 +2.7433e-01 +7.4030e-01 -2.9604e+00 -7.8766e-01 -1.5235e+00 +4.7724e+00
21 +7.759271624e+02 +7.759271624e+02 +4.729071624e+02 +4.729071624e+02 -2.0070e+00 +1.6244e+00 -3.2971e-01 -1.2349e+00 +4.0177e+00 -4.8707e+00 -5.3996e-01 +5.7261e-01 +1.7810e+00 -2.9197e+00 +2.8337e+00 +4.0648e-03 -3.4670e+00 +3.4124e+00 -1.3272e+00 +3.4155e+00 -3.1684e-01 +1.4588e+00 +1.7832e+00 -2.2978e+00
60 +6.653159145e+02 +6.653159145e+02 +3.622959145e+02 +3.622959145e+02 -1.0051e+00 +2.9634e+00 +1.1453e+00 -1.7846e+00 +4.5791e+00 +3.2497e+00 -4.2944e+00 +3.4346e+00 -3.5958e+00 -7.2675e-01 -3.1273e+00 +1.0543e-01 +4.1726e-01 -2.4462e+00 +7.5199e-01 +2.2828e-01 -1.4664e+00 -2.0961e-02 -6.5059e-01 +2.1181e-02
74 +5.106023973e+02 +5.106023973e+02 +2.075823973e+02 +2.075823973e+02 -3.8836e+00 +1.6168e+00 +4.9849e+00 -8.3749e-02 +1.7199e+00 +3.6692e+00 -2.2330e+00 +3.8056e+00 -4.3030e-01 +2.1119e-01 +2.1929e-02 -2.6790e+00 -4.2069e+00 +3.7831e-01 -6.3935e-01 +3.6599e-01 -2.9675e+00 -4.5248e+00 -3.9625e+00 +4.9942e-01
1146 +4.739685258e+02 +4.739685258e+02 +1.709485258e+02 +1.709485258e+02 -2.2446e+00 -1.6613e+00 +4.3641e+00 -1.2862e+00 +1.8348e-01 -2.8958e+00 +5.3728e-01 +6.0931e-01 -2.2141e+00 -6.5529e-01 +2.3424e-01 -2.5739e+00 -2.9256e+00 -4.6135e+00 +1.8106e+00 +1.1457e+00 -8.0170e-01 -3.4365e+00 -2.6156e+00 +1.6861e+00
2364 +4.522052020e+02 +4.522052020e+02 +1.491852020e+02 +1.491852020e+02 +7.8404e-01 -1.0272e+00 +4.8625e+00 -1.3270e+00 +4.1912e+00 +1.4588e+00 -1.3433e+00 +2.6953e+00 -1.0152e+00 -5.8700e-01 +2.2454e+00 -4.3001e+00 -3.8378e+00 -8.1876e-01 +3.3497e+00 -4.3424e+00 -3.5644e+00 -2.9422e+00 -1.3228e+00 +2.8587e+00
25321 +4.443445012e+02 +4.443445012e+02 +1.413245012e+02 +1.413245012e+02 -4.5157e-02 -1.2759e+00 +2.2055e+00 -1.0364e+00 -9.1656e-01 +3.3140e+00 -4.0428e+00 +6.5110e-01 +1.2879e+00 -2.5195e+00 +9.3871e-01 -3.8748e+00 -2.7233e+00 -3.0840e+00 -1.0659e+00 -3.4297e+00 -2.0476e+00 +3.0043e+00 +4.5353e-01 +6.6918e-01
29198 +4.316806386e+02 +4.316806386e+02 +1.286606386e+02 +1.286606386e+02 -4.9080e+00 -9.0252e-02 -9.7875e-01 +2.5617e-01 +4.1523e+00 -4.1846e+00 +9.9966e-01 -1.8906e+00 -1.7071e+00 +2.4794e-01 +1.3737e+00 -9.4593e-01 -5.2677e-01 -1.7202e+00 +1.0849e+00 -4.3565e+00 +4.3437e+00 -1.0069e+00 +3.7540e-01 -2.5836e+00
32703 +3.714213664e+02 +3.714213664e+02 +6.840136636e+01 +6.840136636e+01 -2.3270e+00 -1.0060e+00 +2.6322e+00 -2.0128e+00 +4.8254e+00 +2.1526e+00 -2.6000e+00 +1.7692e+00 -3.1537e+00 -2.7515e+00 +1.0678e+00 -4.1039e+00 +2.5222e+00 -4.6692e+00 -1.3666e+00 -3.5022e+00 -2.1547e+00 +2.0250e+00 -4.3641e+00 -2.2295e+00
68239 +2.842140921e+02 +2.842140921e+02 -1.880590793e+01 -1.880590793e+01 -3.8790e+00 -3.4861e+00 +3.0336e+00 -3.7258e+00 +2.5928e+00 -1.8240e+00 -1.0895e+00 +1.7197e+00 -1.3503e+00 +9.2879e-02 +4.6042e+00 -4.6865e+00 -1.8667e+00 -4.2943e+00 -2.7690e-02 -4.8974e+00 -2.2827e+00 +7.0512e-01 -3.6590e-01 +1.5254e+00
22917608 +2.753026710e+02 +2.753026710e+02 -2.771732904e+01 -2.771732904e+01 -1.7812e+00 +1.8376e-01 +3.3733e+00 -1.9551e+00 +8.8754e-01 -1.3776e+00 -2.7731e+00 -3.8503e-01 -5.0115e-01 -2.0902e+00 +6.3982e-01 -1.5827e+00 -3.8432e+00 -1.1287e+00 -3.4552e-01 -3.6404e+00 -1.3478e+00 -1.9089e+00 -1.9186e+00 +4.1619e-01
114289310 +2.601861773e+02 +2.601861773e+02 -4.283382273e+01 -4.283382273e+01 -4.0627e+00 +1.3512e-01 +3.2010e+00 -2.4683e+00 +3.9176e+00 +1.4333e+00 -4.8994e-01 +2.0983e+00 -2.8211e+00 +3.4762e-01 +3.6583e+00 -2.7404e-01 -1.0242e+00 -4.8096e+00 -2.4147e+00 -4.4919e+00 -1.3940e+00 -1.1135e+00 -1.3975e+00 -1.2211e+00
130073756 +2.508813226e+02 +2.508813226e+02 -5.213867735e+01 -5.213867735e+01 -4.2442e+00 +3.0592e-01 +3.0087e+00 -8.8806e-01 +1.5251e+00 -2.1596e+00 -1.9968e+00 -1.3426e-01 -1.2297e+00 +7.4276e-01 +5.8149e-01 -4.8110e+00 +1.0143e+00 -3.7247e+00 +9.6528e-01 -4.2763e+00 +2.9802e+00 -1.7528e+00 -1.6258e+00 -1.2335e+00
180915065 +2.433981281e+02 +2.433981281e+02 -5.962187189e+01 -5.962187189e+01 -8.3850e-01 -1.4652e+00 +2.0602e+00 -2.6500e+00 +3.3060e+00 -1.9840e+00 -2.9330e+00 -1.8767e+00 -3.1440e+00 -1.0516e+00 +2.1028e-01 -3.9661e+00 -3.8030e+00 -2.4399e+00 -6.3439e-01 -3.0779e+00 -1.6454e+00 +1.0703e+00 -1.2820e-01 +2.0024e-01
% function evaluation | noise-free fitness - Fopt (4.731200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.203871270e+03 +2.203871270e+03 +2.676991270e+03 +2.676991270e+03 +1.8573e+00 +3.7083e+00 +1.6367e+00 +2.2398e+00 -4.0584e+00 +1.3865e+00 -2.1438e+00 -3.2479e+00 +4.0989e+00 +2.3726e+00 +1.9288e+00 +4.1932e+00 -1.6201e+00 -3.3893e+00 +3.5154e+00 +9.2537e-01 -1.1083e+00 +4.2073e+00 +1.8179e-01 +6.2119e-01
3 +1.932830778e+03 +1.932830778e+03 +2.405950778e+03 +2.405950778e+03 -2.7354e+00 +3.5212e+00 +2.2912e+00 -2.5723e+00 -3.9697e+00 -2.7958e+00 +4.9858e-01 +6.9311e-01 -4.6838e+00 -4.0862e+00 +1.0428e+00 -3.1107e+00 +2.9659e+00 -4.3927e+00 -1.9673e+00 +3.7030e+00 -4.1805e-01 -4.0775e+00 -4.3794e+00 +1.3222e+00
4 +1.723606990e+03 +1.723606990e+03 +2.196726990e+03 +2.196726990e+03 +7.5545e-01 +3.9153e+00 +4.2365e+00 +1.3973e+00 -1.8812e+00 -3.9562e+00 -2.9951e+00 +2.2060e+00 +4.3865e+00 +3.9106e+00 -1.8133e-01 -4.7107e+00 -1.7209e+00 -5.9284e-01 +4.5394e-03 -1.2350e+00 +3.5596e+00 +2.6952e+00 -7.2703e-01 -4.2503e+00
7 +1.127928927e+03 +1.127928927e+03 +1.601048927e+03 +1.601048927e+03 -2.6939e+00 -4.8910e+00 -5.0381e-01 -2.2305e+00 -4.0387e+00 +2.4559e+00 +1.9992e+00 -2.5372e+00 -5.1122e-01 -5.0438e-01 -3.9609e+00 -3.6941e+00 -3.3051e+00 -1.8597e+00 +6.9697e-01 -3.8956e+00 +3.9411e+00 +1.2934e-01 -3.8023e+00 +3.5946e+00
13 +9.567287928e+02 +9.567287928e+02 +1.429848793e+03 +1.429848793e+03 -9.2690e-01 -9.0852e-01 +3.1108e+00 +3.9130e+00 +4.3963e+00 +1.8190e+00 +2.4623e+00 +2.9533e+00 -4.5017e+00 -6.2280e-01 +2.1796e+00 +5.2334e-02 +1.3367e+00 +3.5065e+00 -3.8217e+00 +7.6571e-01 -3.9476e+00 -4.2291e+00 +8.5969e-01 +4.1245e+00
21 +8.690311339e+02 +8.690311339e+02 +1.342151134e+03 +1.342151134e+03 +3.0986e+00 +2.1240e+00 -6.0201e-02 -2.7930e+00 -7.8333e-01 -4.3222e+00 +4.1544e+00 +2.4968e+00 -1.4432e+00 -2.3963e+00 -4.3092e+00 -4.2073e+00 -1.1728e+00 -3.2700e+00 +8.6684e-01 +2.4449e+00 +4.5427e-01 +1.7649e+00 +2.2617e+00 -8.4014e-02
44 +7.666761335e+02 +7.666761335e+02 +1.239796134e+03 +1.239796134e+03 -5.8161e-01 +2.7960e+00 -2.3888e+00 +2.4251e+00 -2.6011e+00 -2.7395e+00 +4.8652e+00 -2.9503e+00 -2.4648e+00 +1.1785e+00 -5.8046e-02 -4.3727e+00 +4.0173e+00 -2.0626e-01 +3.8736e+00 -1.7725e+00 +6.3905e-01 +4.2419e+00 -7.6078e-01 -2.5214e+00
156 +6.008736474e+02 +6.008736474e+02 +1.073993647e+03 +1.073993647e+03 -1.6418e+00 +2.1807e-01 +1.5899e-02 -2.9233e+00 -2.5258e-01 -9.6702e-01 +3.6710e+00 +4.8848e+00 -4.3991e+00 +1.2912e+00 -3.2899e+00 +4.8606e+00 -3.3163e+00 +5.5204e-01 +3.0477e+00 -3.7266e+00 -1.1460e+00 +2.1756e+00 +1.7722e+00 -1.5651e+00
172 +4.246713221e+02 +4.246713221e+02 +8.977913221e+02 +8.977913221e+02 +1.5839e+00 +4.2689e+00 +3.3568e+00 -3.0281e+00 +6.6806e-01 -1.3459e+00 +2.7525e+00 +2.7397e+00 -9.5282e-01 +2.2293e+00 +4.5346e+00 -1.8275e+00 -2.6041e+00 -3.0064e+00 +8.7952e-01 -1.4965e+00 +4.1115e+00 +9.8124e-01 +3.2119e+00 -5.1660e-02
44616 +4.066663945e+02 +4.066663945e+02 +8.797863945e+02 +8.797863945e+02 +7.5497e-01 -8.0425e-01 +1.7075e+00 -1.6198e+00 -2.0204e+00 -8.7436e-01 +1.6890e+00 +2.1164e+00 -4.5787e+00 +3.0459e+00 +8.5150e-01 -3.1674e+00 +2.3408e+00 -3.0842e+00 +1.5858e+00 -2.1659e-01 -1.3627e-01 +4.5014e+00 +2.1597e+00 -2.9004e+00
151427 +3.951423968e+02 +3.951423968e+02 +8.682623968e+02 +8.682623968e+02 -2.5751e+00 -1.1099e+00 +4.2072e+00 -1.7848e+00 -6.9141e-01 -4.4050e+00 +4.2431e-01 +1.6459e+00 -2.2913e+00 +2.4556e-01 +1.2436e+00 -4.5949e+00 -2.0189e+00 -4.5324e+00 +6.0122e-01 +2.8890e-02 +3.1397e+00 +8.7552e-01 +2.8277e+00 -1.1107e-01
169590 +3.814375830e+02 +3.814375830e+02 +8.545575830e+02 +8.545575830e+02 -2.4078e-01 +2.1628e+00 -1.0298e+00 -2.1951e+00 +3.9189e+00 -2.3288e+00 +2.8163e+00 +3.3008e+00 -3.9287e+00 -2.0302e+00 +4.9596e+00 -1.7350e+00 -3.4229e+00 -2.3480e+00 +2.4739e+00 -3.1436e+00 +1.1762e+00 -1.4046e+00 +1.5273e+00 +6.1152e-01
175348 +3.796005442e+02 +3.796005442e+02 +8.527205442e+02 +8.527205442e+02 +1.0047e+00 -2.0985e+00 +2.8314e+00 -3.8989e+00 -1.4080e+00 +1.9853e-01 +3.1035e+00 +2.3785e+00 -3.8615e+00 -4.5922e+00 +2.7507e+00 +4.4973e-01 +7.0850e-01 -2.6300e+00 +3.7117e+00 -2.9426e+00 +6.2872e-02 -2.6052e+00 +4.6972e+00 -2.6761e+00
202279 +3.582173548e+02 +3.582173548e+02 +8.313373548e+02 +8.313373548e+02 +2.3818e+00 -2.0910e+00 -8.0128e-01 +2.2218e+00 +1.9684e+00 -4.0988e+00 +2.4111e+00 +1.9702e+00 -1.0066e+00 -3.7847e-01 +2.9944e+00 -9.2723e-01 -1.5510e+00 +1.0929e+00 +3.1600e+00 -3.8373e+00 +5.6073e-02 -6.6813e-02 +1.7046e+00 -2.9812e+00
245034 +3.147997629e+02 +3.147997629e+02 +7.879197629e+02 +7.879197629e+02 +6.8697e-01 -4.3481e-01 +1.9567e+00 -4.2724e+00 +1.1824e-01 -2.8641e+00 +6.9161e-01 +3.7013e+00 -2.7949e+00 -2.4145e-01 +2.2627e+00 -3.9525e+00 -7.9696e-01 -1.7794e+00 +3.7699e+00 -2.6206e+00 -1.3280e+00 +5.9686e-05 +2.9991e+00 +1.5583e+00
2200845 +3.042733079e+02 +3.042733079e+02 +7.773933079e+02 +7.773933079e+02 -4.5582e-01 +1.7926e+00 +4.8528e+00 +2.2907e-02 -2.0084e+00 -1.6231e+00 +1.1469e+00 +3.9717e+00 -3.7259e+00 +1.7315e+00 +2.0751e+00 -2.8855e+00 -4.8259e-01 -3.1753e+00 +3.9734e+00 +3.3014e-01 +1.4490e+00 +1.7902e+00 +3.7985e+00 -4.4304e+00
3471883 +2.931927427e+02 +2.931927427e+02 +7.663127427e+02 +7.663127427e+02 +1.1629e+00 -2.3790e+00 +1.2643e+00 +1.0299e+00 -9.6903e-01 -2.3140e+00 +4.0006e+00 +2.8573e+00 -2.8985e+00 -1.0745e+00 +2.6604e+00 -3.7513e+00 +3.9173e-01 -4.6665e+00 +3.2647e+00 -2.5080e+00 -1.7299e+00 +5.8153e-01 +3.6218e+00 -3.3402e+00
5231769 +2.807143132e+02 +2.807143132e+02 +7.538343132e+02 +7.538343132e+02 +1.1669e+00 -1.0380e+00 +2.8243e+00 -1.5311e+00 +1.1673e+00 -3.4001e+00 +4.3028e+00 +4.7337e+00 -1.6197e+00 -6.7618e-01 +3.8293e+00 -8.0217e-02 -2.1678e+00 -2.4402e+00 +1.6807e+00 -1.7276e+00 +1.5481e+00 +3.4809e+00 +2.2634e+00 -3.8648e+00
55929059 +2.658706469e+02 +2.658706469e+02 +7.389906469e+02 +7.389906469e+02 -2.5776e-01 +4.3139e-01 +3.1123e+00 -4.4044e+00 +1.4574e+00 -3.7123e+00 +1.3795e+00 +4.3580e+00 -1.0494e+00 -1.2333e+00 +3.4830e+00 -4.1357e+00 -2.4134e+00 -4.7425e+00 +3.2859e+00 -1.8463e+00 +1.8950e+00 +1.6919e+00 +3.9649e+00 -3.1817e+00
65006805 +2.528128440e+02 +2.528128440e+02 +7.259328440e+02 +7.259328440e+02 +4.4562e-01 +1.5115e+00 +3.4925e+00 -1.0569e+00 -2.2947e+00 -3.8509e+00 +3.3628e+00 +1.0174e+00 -4.6310e+00 +1.4420e+00 +1.9299e+00 -3.5397e+00 -1.4463e+00 -2.7166e+00 +3.1266e+00 -1.5167e+00 +4.8911e+00 +3.4939e+00 +3.8907e+00 -2.8087e+00
103154154 +2.206455214e+02 +2.206455214e+02 +6.937655214e+02 +6.937655214e+02 -8.9153e-01 -3.4571e-01 +1.7174e+00 -2.2216e+00 -3.7138e+00 -4.4215e+00 +2.4922e+00 +1.5147e+00 -2.8894e+00 +7.4517e-01 +3.2944e+00 -4.9861e+00 -2.2799e+00 -3.7920e+00 +4.3296e+00 -3.2053e+00 +2.6747e+00 +1.4289e+00 +1.9738e+00 -1.5386e+00
% function evaluation | noise-free fitness - Fopt (6.842100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.940608274e+03 +1.940608274e+03 +2.624818274e+03 +2.624818274e+03 -9.9610e-02 +1.4802e+00 +1.6972e+00 -1.4282e+00 +3.6455e+00 -7.9023e-01 -1.1653e+00 -1.3609e+00 +9.5054e-01 +1.0786e+00 +4.9394e+00 +2.9282e+00 -2.8157e+00 +9.2449e-01 -2.5743e+00 -9.2671e-01 -4.6886e+00 -4.8258e+00 +4.8278e+00 +4.8767e+00
5 +1.762278396e+03 +1.762278396e+03 +2.446488396e+03 +2.446488396e+03 +4.8504e+00 -2.5354e+00 +3.7357e-01 +2.7864e+00 +5.6562e-01 +9.6648e-01 -1.7793e-01 +4.8076e+00 +1.6931e+00 +3.5083e+00 -4.4317e+00 +1.7821e+00 +1.2740e+00 -1.6287e+00 -2.1098e+00 -1.2020e-01 +3.1625e+00 -2.8621e+00 +3.6721e+00 +3.7362e+00
6 +1.262453876e+03 +1.262453876e+03 +1.946663876e+03 +1.946663876e+03 +3.3799e+00 -1.1829e+00 +1.1686e-01 +2.2869e+00 -5.5634e-01 -2.5360e-01 -5.8644e-01 -3.8404e+00 +4.2065e+00 -6.0180e-01 -1.3547e+00 -1.8581e+00 -3.0888e+00 +3.3106e+00 +1.3651e+00 +3.2455e+00 -3.4215e+00 +3.5225e+00 -2.5409e+00 -2.2232e+00
10 +9.765511650e+02 +9.765511650e+02 +1.660761165e+03 +1.660761165e+03 +4.2951e+00 +2.4660e+00 -2.6033e+00 +3.4184e+00 +3.7614e+00 -2.2571e+00 -4.7570e+00 +2.9740e+00 -9.9753e-01 +2.7786e+00 -3.4071e+00 -3.8980e+00 -3.7790e+00 -2.3650e+00 +2.2057e+00 +8.2495e-01 -8.9705e-01 +3.4346e+00 -1.5658e+00 +2.8644e+00
12 +7.400456632e+02 +7.400456632e+02 +1.424255663e+03 +1.424255663e+03 -7.3830e-01 -2.6049e+00 -2.5563e+00 +4.9267e+00 +4.5736e+00 +4.1637e+00 -2.5709e+00 +4.1504e+00 +2.7308e+00 -4.8104e+00 -7.1059e-01 -2.5858e+00 -1.5918e+00 -1.5641e+00 -1.5891e+00 +1.8666e+00 +2.7680e+00 -3.6039e+00 -2.5268e+00 +2.9075e+00
25 +6.772741523e+02 +6.772741523e+02 +1.361484152e+03 +1.361484152e+03 -2.7560e+00 +4.4190e-02 +1.6147e+00 +3.9724e+00 +2.8102e+00 +2.6825e+00 -2.1803e+00 +5.2321e-01 +2.6627e+00 +2.7785e+00 -4.1793e+00 -4.0407e+00 +2.7721e-01 -2.5646e+00 -3.4572e+00 +8.1947e-01 +3.3530e+00 -2.9233e+00 -3.1895e+00 +4.1598e+00
588 +6.303390304e+02 +6.303390304e+02 +1.314549030e+03 +1.314549030e+03 -2.6591e+00 -1.6683e+00 +1.0037e+00 +1.6743e+00 +1.1089e-01 +2.9530e+00 -1.5705e+00 -1.4315e+00 +4.8182e+00 +9.1142e-01 +1.0918e+00 -2.1108e+00 -2.8657e+00 -6.5434e-01 +9.6745e-01 -3.5017e+00 +1.7692e+00 +7.5746e-01 -2.9969e+00 +8.1407e-01
648 +4.614779577e+02 +4.614779577e+02 +1.145687958e+03 +1.145687958e+03 -2.4483e+00 -1.5256e+00 +6.7185e-01 +2.1156e+00 +1.4022e+00 +3.8957e+00 +4.0673e-01 -2.4035e+00 +3.0928e+00 -4.2391e-01 -3.1756e+00 -3.1344e+00 -4.7258e+00 +1.2548e+00 +3.7958e+00 +1.3510e-01 -4.4266e+00 +1.8687e+00 +2.5014e+00 +4.7838e+00
